Time,FP_A_Count,FP_A_QueuePct,FP_A_Speed,FP_B_Count,FP_B_QueuePct,FP_B_Speed,FP_C_Count,FP_C_QueuePct,FP_C_Speed,FP_D_Count,FP_D_QueuePct,FP_D_Speed,KR_Circle_Count,KR_Circle_QueuePct,KR_Circle_Speed,KG_Road_Count,KG_Road_QueuePct,KG_Road_Speed,District_Office_Count,District_Office_QueuePct,District_Office_Speed,Anand_Rao_Jnc_Count,Anand_Rao_Jnc_QueuePct,Anand_Rao_Jnc_Speed,Race_Course_Jnc_Count,Race_Course_Jnc_QueuePct,Race_Course_Jnc_Speed,Palace_Road_Jnc_Count,Palace_Road_Jnc_QueuePct,Palace_Road_Jnc_Speed
0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,0.0,0,0.0,0.0,0,0.0,0.0
1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,0.94,0,0.0,0.0,0,0.0,0.0
2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,1.84,0,0.0,0.0,0,0.0,0.0
3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,3.02,0,0.0,0.0,1,0.53,0.0
4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.03,1.91,0,0.0,0.0,1,0.06,2.1
5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.03,2.24,0,0.0,0.0,1,0.06,3.85
6,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.03,2.97,0,0.0,0.0,1,0.06,6.07
7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.03,1.76,0,0.0,0.0,1,0.06,7.75
8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.03,2.77,0,0.0,0.0,1,0.41,6.57
9,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.03,3.49,0,0.0,0.0,1,0.08,9.08
10,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.03,4.29,0,0.0,0.0,1,0.08,11.1
11,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.03,5.57,0,0.0,0.0,1,0.01,12.94
12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.03,6.85,0,0.0,0.0,0,0.01,0.0
13,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.01,0.0
14,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.01,0.0
15,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.01,0.0
16,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0
17,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0
18,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0
19,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0
20,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,2,0.56,7.8
21,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.18,6.66
22,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.18,5.1
23,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,2,0.45,6.61
24,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,2,0.82,6.65
25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,2,0.28,6.38
26,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,18.34,0,0.0,0.0,2,0.27,4.79
27,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.11,14.15,0,0.0,0.0,2,0.36,6.32
28,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.11,9.65,0,0.0,0.0,2,0.2,6.69
29,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.11,5.15,0,0.0,0.0,2,0.27,8.32
30,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.24,7.02,0,0.0,0.0,2,0.47,7.63
31,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,8.13,0,0.0,0.0,2,0.22,9.77
32,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,9.92,0,0.0,0.0,2,0.02,10.31
33,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,11.26
34,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,13.73
35,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0
36,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0
37,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0
38,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0
39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,29.86,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0
40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,29.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0
41,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,30.02,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.02,0.0
42,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
43,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
44,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
45,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
46,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
47,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
48,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
49,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
50,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0
51,0,0.0,0.0,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
52,0,0.0,0.0,0,0.0,0.0,1,0.03,28.78,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
53,0,0.0,0.0,0,0.0,0.0,1,0.4,29.07,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
54,0,0.0,0.0,0,0.0,0.0,1,0.02,29.09,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
55,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0
56,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0
57,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0
58,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.01,0.0,1,0.0,25.37,0,0.0,0.0,0,0.02,0.0
59,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,0,0.01,0.0,1,0.0,15.37,0,0.0,0.0,0,0.02,0.0
60,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.01,25.02,1,0.05,12.8,0,0.0,0.0,0,0.02,0.0
61,0,0.0,0.0,0,0.0,0.0,0,0.02,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.01,21.15,1,0.05,13.71,0,0.0,0.0,0,0.02,0.0
62,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.18,16.65,1,0.01,14.13,0,0.0,0.0,0,0.02,0.0
63,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.13,13.52,1,0.01,18.06,0,0.0,0.0,0,0.02,0.0
64,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,1,0.07,0.0,1,0.13,9.44,0,0.01,0.0,0,0.0,0.0,0,0.02,0.0
65,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,1,0.07,2.5,1,0.35,5.82,0,0.03,0.0,0,0.0,0.0,0,0.02,0.0
66,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,1,0.07,4.93,1,0.2,7.46,0,0.03,0.0,0,0.0,0.0,0,0.02,0.0
67,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,1,0.09,6.89,1,0.01,8.76,0,0.03,0.0,0,0.0,0.0,0,0.03,0.0
68,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,1,0.09,9.05,1,0.01,10.97,0,0.03,0.0,0,0.0,0.0,1,0.03,13.89
69,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,1,0.09,10.98,1,0.01,12.3,1,0.03,17.88,0,0.0,0.0,1,0.03,9.89
70,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.09,0.0,0,0.01,0.0,1,0.1,13.6,0,0.0,0.0,1,0.03,5.89
71,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.01,0.0,0,0.09,0.0,0,0.01,0.0,1,0.1,10.18,0,0.0,0.0,2,0.12,7.19
72,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.01,15.35,0,0.09,0.0,0,0.01,0.0,1,0.1,6.46,0,0.0,0.0,2,0.12,7.59
73,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3,10.85,0,0.09,0.0,0,0.01,0.0,1,0.19,7.07,0,0.0,0.0,2,0.09,6.61
74,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.47,6.4,0,0.02,0.0,0,0.01,0.0,1,0.19,6.71,1,0.07,0.0,2,0.18,8.01
75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3,6.42,0,0.02,0.0,0,0.01,0.0,1,0.27,6.3,1,0.07,2.08,2,0.2,9.48
76,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.13,5.8,0,0.02,0.0,0,0.01,0.0,1,0.15,8.37,1,0.07,4.38,2,0.46,8.88
77,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.13,7.89,0,0.02,0.0,0,0.01,0.0,1,0.22,10.96,1,0.07,6.58,2,0.18,8.67
78,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.13,9.37,0,0.02,0.0,0,0.01,0.0,1,0.02,12.58,1,0.07,8.19,1,0.18,4.28
79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.28,7.66,0,0.02,0.0,0,0.01,0.0,0,0.02,0.0,1,0.07,10.58,1,8.09,4.3
80,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.15,7.98,0,0.02,0.0,0,0.01,0.0,0,0.02,0.0,1,0.14,10.04,2,0.17,9.07
81,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.15,9.78,1,0.02,18.09,0,0.01,0.0,0,0.02,0.0,1,0.11,10.24,2,0.16,8.0
82,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,13.59,0,0.01,0.0,0,0.02,0.0,1,0.11,11.93,2,0.25,7.82
83,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,9.09,0,0.01,0.0,0,0.02,0.0,1,0.03,13.32,2,0.13,8.49
84,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,4.59,0,0.01,0.0,0,0.02,0.0,0,0.03,0.0,2,0.09,9.86
85,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,0.69,0,0.01,0.0,0,0.02,0.0,0,0.03,0.0,2,0.09,11.35
86,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.02,0.15,0,0.01,0.0,0,0.01,0.0,0,0.03,0.0,1,0.11,11.71
87,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,1,0.02,0.09,0,0.01,0.0,0,0.01,0.0,0,0.03,0.0,1,0.11,12.86
88,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.06,13.18,1,0.02,0.02,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.03,14.01
89,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.06,9.33,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,0,0.03,0.0
90,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.31,10.03,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.03,12.73
91,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.21,11.25,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.03,8.79
92,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.13,12.31,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.03,4.99
93,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.19,12.2,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.12,5.88
94,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.18,11.27,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.11,6.72
95,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,4.8,7.78,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.37,5.75
96,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.37,6.56,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.16,4.61
97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.06,6.74,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.16,4.72
98,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.06,7.92,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.15,4.93
99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.06,7.56,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.15,6.03
100,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.31,7.95,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.14,6.83
101,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.22,10.12,1,0.02,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.14,7.63
102,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.14,12.29,1,0.72,2.41,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.01,8.44
103,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.14,11.68,1,0.72,4.47,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.01,9.19
104,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.13,11.06,1,1.16,6.45,0,0.0,0.0,0,0.01,0.0,0,0.0,0.0,1,0.01,9.91
105,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3,11.47,1,0.08,8.03,0,0.0,0.0,0,0.03,0.0,0,0.0,0.0,0,0.01,0.0
106,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.29,13.24,1,0.08,9.35,0,0.0,0.0,0,0.06,0.0,0,0.0,0.0,0,0.01,0.0
107,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.05,0.0,1,0.19,12.19,1,0.08,11.23,0,0.0,0.0,0,0.06,0.0,0,0.0,0.0,0,0.01,0.0
108,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.05,0.0,1,0.21,12.03,1,0.08,13.25,0,0.0,0.0,0,0.08,0.0,0,0.0,0.0,0,0.01,0.0
109,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.05,0.0,1,0.13,12.6,0,0.08,0.0,0,0.0,0.0,1,0.08,19.03,0,0.0,0.0,0,0.01,0.0
110,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.05,21.2,1,0.13,8.36,0,0.08,0.0,0,0.0,0.0,2,0.14,16.67,0,0.0,0.0,0,0.02,0.0
111,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.05,18.78,1,0.28,7.5,0,0.08,0.0,0,0.0,0.0,2,0.72,13.26,0,0.0,0.0,0,0.02,0.0
112,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.05,14.78,1,0.16,7.68,0,0.08,0.0,0,0.0,0.0,3,0.28,11.5,0,0.0,0.0,0,0.02,0.0
113,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.06,10.78,1,0.16,9.62,0,0.0,0.0,0,0.0,0.0,3,0.35,9.37,0,0.0,0.0,0,0.02,0.0
114,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.06,11.98,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.49,8.28,0,0.0,0.0,0,0.02,0.0
115,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,0,0.0,0.0,0,0.0,0.0,1,0.12,0.0,3,0.39,8.59,0,0.0,0.0,0,0.01,0.0
116,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,0,0.0,0.0,0,0.0,0.0,1,0.12,2.14,3,0.27,9.37,0,0.0,0.0,0,0.01,0.0
117,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,0,0.06,0.0,0,0.0,0.0,1,0.12,3.69,3,0.27,10.16,0,0.0,0.0,0,0.01,0.0
118,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.11,0.0,1,0.06,13.76,0,0.0,0.0,1,0.12,5.88,1,0.24,8.01,0,0.0,0.0,0,0.01,0.0
119,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.11,0.0,1,0.06,9.76,0,0.0,0.0,1,0.24,8.17,1,0.05,8.82,0,0.0,0.0,1,0.01,12.81
120,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.05,22.06,1,0.32,10.84,0,0.0,0.0,1,0.1,9.87,1,0.05,9.5,0,0.0,0.0,1,0.01,8.86
121,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.05,18.81,1,0.23,10.6,0,0.0,0.0,1,0.18,12.41,0,0.05,0.0,0,0.0,0.0,1,0.01,4.86
122,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.05,15.16,1,0.15,11.56,0,0.02,0.0,1,0.01,13.84,0,0.05,0.0,0,0.0,0.0,1,0.11,5.57
123,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.06,11.16,1,0.14,12.38,1,0.09,0.0,1,0.01,15.65,0,0.05,0.0,0,0.0,0.0,1,0.11,6.31
124,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.06,12.05,1,0.14,11.05,1,0.09,2.39,1,0.01,17.13,0,0.04,0.0,0,0.0,0.0,1,0.36,5.94
125,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,1,4.76,7.05,1,0.09,4.79,0,0.01,0.0,0,0.04,0.0,0,0.0,0.0,1,0.16,4.68
126,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,1,0.32,6.55,1,0.09,7.3,0,0.01,0.0,0,0.04,0.0,0,0.0,0.0,1,0.16,5.14
127,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,1,0.02,6.51,1,0.09,9.69,0,0.01,0.0,0,0.02,0.0,0,0.0,0.0,1,0.14,4.65
128,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,1,0.02,7.56,0,0.09,0.0,0,0.01,0.0,0,0.01,0.0,0,0.0,0.0,1,0.14,5.68
129,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,1,0.08,8.31,0,0.09,0.0,1,0.18,0.0,0,0.01,0.0,0,0.0,0.0,1,0.13,6.69
130,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.09,12.87,0,0.09,0.0,1,0.18,1.28,0,0.0,0.0,0,0.0,0.0,1,0.14,7.43
131,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.37,8.65,0,0.09,0.0,2,0.18,10.62,0,0.0,0.0,0,0.0,0.0,1,0.02,8.27
132,0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.62,8.93,0,0.09,0.0,2,0.25,9.06,0,0.0,0.0,0,0.0,0.0,1,0.02,8.89
