Time,Junction 1,Big Roundabout,Junction 2,Junction 3,Junction 4,Junction 5
27206,0,3,2,4,1,2
27207,0,3,2,3,0,2
27208,0,3,3,4,0,3
27209,1,3,2,4,0,3
27210,1,3,2,5,0,2
27211,1,3,1,5,0,3
27212,1,3,1,5,1,2
27213,1,4,1,4,1,3
27214,1,4,1,3,1,2
27215,1,4,2,4,1,1
27216,0,4,2,3,0,2
27217,0,4,3,3,0,3
27218,0,4,3,2,0,3
27219,0,4,3,2,0,3
27220,0,4,3,2,0,2
27221,0,3,3,2,0,3
27222,0,3,3,2,0,2
27223,0,2,3,2,0,2
27224,1,3,3,3,0,2
27225,1,3,4,3,0,1
27226,1,3,4,2,0,2
27227,1,3,4,2,0,2
27228,1,4,4,3,0,2
27229,1,3,4,3,1,2
27230,1,3,4,3,1,1
27231,1,3,3,3,1,0
27232,0,2,3,4,2,0
27233,0,2,2,4,2,1
27234,0,2,2,4,2,1
27235,0,3,2,4,2,1
27236,0,2,1,3,2,2
27237,0,1,0,3,2,1
27238,0,1,0,3,3,1
27239,0,0,0,2,3,1
27240,0,1,0,3,3,1
27241,1,1,0,3,3,1
27242,1,1,0,3,2,1
27243,1,1,0,4,2,3
27244,1,1,0,3,2,3
27245,1,2,0,3,2,5
27246,1,2,0,3,1,4
27247,1,2,0,3,1,3
27248,1,2,1,3,0,3
27249,2,1,1,3,0,3
27250,1,1,2,2,0,3
27251,1,1,2,3,0,3
27252,1,1,2,3,0,3
27253,1,1,2,3,0,2
27254,1,1,2,2,0,2
27255,1,1,2,3,0,1
27256,1,1,2,3,0,1
27257,1,1,2,3,1,0
27258,1,1,1,2,1,0
27259,0,2,1,3,1,0
27260,0,3,1,2,1,0
27261,0,3,0,2,1,0
27262,0,3,0,2,1,0
27263,0,3,0,1,1,0
27264,0,4,1,1,2,1
27265,0,4,1,2,1,1
27266,0,5,1,2,1,1
27267,0,5,1,3,2,1
27268,0,5,1,2,2,3
27269,0,5,2,2,2,4
27270,1,5,3,1,2,5
27271,1,5,3,1,2,4
27272,1,6,4,1,2,3
27273,1,5,3,1,2,2
27274,1,4,3,1,3,3
27275,1,5,4,1,3,3
27276,1,4,4,1,2,3
27277,0,4,4,1,2,3
27278,0,4,4,0,2,2
27279,0,4,3,0,2,1
27280,0,3,3,0,2,1
27281,0,3,3,0,2,2
27282,0,3,3,1,3,2
27283,0,3,3,1,2,2
27284,0,3,3,2,2,2
27285,0,3,2,2,3,2
27286,0,3,2,2,3,2
27287,0,3,2,3,3,1
27288,0,4,2,3,3,2
27289,0,3,2,3,3,3
27290,0,3,2,2,2,3
27291,0,3,3,2,2,4
27292,0,3,3,1,2,3
27293,0,3,3,2,2,3
27294,0,3,3,2,1,5
27295,0,3,3,2,0,6
27296,0,3,3,2,0,5
27297,1,4,3,2,0,6
27298,1,4,2,2,0,5
27299,1,4,2,2,0,3
27300,1,3,2,2,0,3
27301,1,3,2,3,0,1
27302,0,3,1,2,0,0
27303,0,3,2,2,0,1
27304,0,3,2,3,0,1
27305,0,4,2,3,1,1
27306,0,3,2,2,1,1
27307,0,3,2,1,1,1
27308,0,3,1,1,2,1
27309,0,2,1,1,3,1
27310,0,2,2,1,3,2
27311,0,2,2,1,3,2
27312,0,2,2,1,3,2
27313,0,2,2,1,3,2
27314,0,2,1,1,2,2
27315,0,2,1,2,2,2
27316,0,2,1,3,3,1
27317,0,2,1,3,2,2
27318,0,2,1,3,3,1
27319,0,2,1,3,2,1
27320,0,2,0,2,1,1
27321,0,2,0,3,1,2
27322,0,2,0,3,0,3
27323,0,2,0,3,0,3
27324,0,1,0,3,1,1
27325,0,0,0,3,2,1
27326,0,1,0,2,2,0
27327,0,2,0,2,2,1
27328,0,2,0,2,2,2
27329,0,2,0,2,1,1
27330,0,2,0,1,0,1
27331,0,2,1,1,0,2
27332,0,2,2,1,0,1
27333,0,2,2,1,0,0
27334,0,3,3,0,0,1
27335,0,3,3,0,0,1
27336,0,2,4,0,0,1
27337,0,3,4,0,1,2
27338,0,4,4,0,1,1
27339,0,4,4,0,1,3
27340,0,3,4,0,1,3
27341,0,3,4,0,1,2
27342,0,3,3,0,1,2
27343,0,4,5,0,1,0
27344,0,4,5,0,0,0
27345,0,5,6,1,0,0
27346,0,5,5,1,0,0
27347,0,4,4,1,1,0
27348,0,4,4,1,1,0
27349,0,3,2,1,2,0
27350,0,3,2,1,2,0
27351,0,3,2,0,2,0
27352,0,3,1,0,2,1
27353,0,3,1,1,3,1
27354,0,3,1,1,3,3
27355,0,5,1,1,2,3
27356,0,5,0,1,2,3
27357,0,5,0,1,2,4
27358,0,6,0,1,2,2
27359,0,6,0,1,2,3
27360,0,6,1,1,2,2
27361,0,6,1,1,2,3
27362,0,6,1,0,2,2
27363,0,5,2,0,2,2
27364,0,5,2,0,2,3
27365,1,5,2,0,2,2
27366,1,5,2,0,2,2
27367,1,5,2,0,2,2
27368,1,4,2,0,2,2
27369,1,4,1,0,2,2
27370,1,5,1,0,2,2
27371,0,5,0,0,2,1
27372,0,5,0,2,2,1
27373,0,4,0,2,1,0
27374,0,4,0,2,1,0
27375,0,4,0,2,1,0
27376,0,3,0,2,0,0
27377,0,4,0,2,0,0
27378,0,4,0,2,0,1
27379,0,4,0,2,0,1
27380,0,4,0,2,0,2
27381,0,4,0,1,1,4
27382,0,5,0,1,1,3
27383,0,5,0,1,1,2
27384,0,3,0,1,1,2
27385,0,4,0,0,1,2
27386,0,4,0,1,1,3
27387,0,4,0,1,1,4
27388,0,5,0,1,1,3
27389,0,4,0,1,0,4
27390,0,4,0,1,0,2
27391,0,4,0,1,0,2
27392,0,4,0,2,0,2
27393,0,4,0,2,1,2
27394,0,3,0,3,2,1
27395,0,3,0,3,2,1
27396,0,2,0,3,2,1
27397,0,2,0,4,2,1
27398,0,1,0,4,2,1
27399,0,1,0,3,3,1
27400,0,1,0,3,3,2
27401,0,1,0,2,3,2
27402,0,1,0,2,3,1
27403,0,1,0,4,3,1
27404,0,1,0,4,2,1
27405,0,1,0,3,3,2
27406,0,1,0,4,2,1
27407,0,1,0,4,3,1
27408,0,3,0,4,3,1
27409,0,3,0,4,3,1
27410,0,3,0,4,2,3
27411,0,3,0,4,2,3
27412,0,3,0,3,2,2
27413,0,3,0,3,2,2
27414,0,3,1,3,1,1
27415,0,2,2,2,1,2
27416,0,2,2,2,1,2
27417,0,2,3,2,1,1
27418,0,2,3,1,1,1
27419,0,2,3,1,1,0
27420,0,3,3,0,1,0
27421,0,4,3,0,0,0
27422,0,4,4,0,1,0
27423,0,3,5,0,1,1
27424,0,3,5,0,2,1
27425,0,4,4,0,2,1
27426,0,4,4,0,3,2
27427,0,4,3,0,4,2
27428,0,4,3,0,4,2
27429,0,4,2,0,4,2
27430,0,4,2,0,3,1
27431,0,4,2,0,2,0
27432,0,4,2,0,1,0
27433,1,3,2,0,1,0
27434,1,3,2,0,1,0
27435,1,4,2,0,1,0
27436,1,4,2,1,0,0
27437,2,2,2,1,0,0
27438,1,2,2,1,0,0
27439,1,2,2,1,0,2
27440,1,2,2,1,0,2
27441,1,2,2,1,0,3
27442,1,2,2,1,0,3
27443,1,2,1,1,0,2
27444,1,1,2,1,0,2
27445,0,2,1,0,0,3
27446,0,4,1,0,0,3
27447,0,4,1,1,0,3
27448,1,4,1,1,0,2
27449,1,4,1,1,0,1
27450,1,4,1,2,0,0
27451,1,4,1,2,0,0
27452,1,4,1,2,0,0
27453,1,3,1,2,0,0
27454,1,3,1,3,0,0
27455,0,3,1,3,0,0
27456,0,3,2,4,0,1
27457,0,3,1,4,1,1
27458,1,3,1,4,1,3
27459,1,4,1,4,1,3
27460,1,3,1,3,1,3
27461,1,3,1,3,0,1
27462,1,2,1,2,0,0
27463,1,2,1,1,0,0
27464,1,2,1,1,0,0
27465,1,2,0,2,0,0
27466,1,1,0,2,0,0
27467,1,1,0,2,0,2
27468,1,1,0,1,0,2
27469,0,1,0,1,0,3
27470,0,1,0,1,0,2
27471,0,1,0,2,0,2
27472,0,1,2,1,0,1
27473,0,1,2,1,0,1
27474,0,1,3,1,0,2
27475,0,1,3,1,0,3
27476,0,1,2,2,0,3
27477,0,1,3,2,0,4
27478,0,0,3,2,1,5
27479,0,0,3,2,1,5
27480,0,0,3,2,1,3
27481,0,1,3,2,1,4
27482,0,1,4,1,1,3
27483,0,1,4,1,1,2
27484,0,1,4,1,2,2
27485,0,1,3,0,2,1
27486,0,1,3,0,1,1
27487,0,2,3,0,1,1
27488,0,3,3,0,2,2
27489,0,3,2,1,2,2
27490,0,4,2,1,2,2
27491,0,4,2,1,2,1
27492,0,4,2,1,2,1
27493,0,4,2,2,2,1
27494,0,3,1,2,2,0
27495,0,3,3,1,2,0
27496,0,4,3,2,1,0
27497,1,3,3,3,1,1
27498,1,4,3,2,0,1
27499,2,4,3,2,0,1
27500,2,4,4,3,0,1
27501,2,5,2,3,0,2
27502,1,5,2,4,0,3
27503,1,4,2,4,0,3
27504,1,3,2,5,0,3
27505,1,3,1,5,0,3
27506,1,3,2,5,0,3
27507,0,4,2,5,1,2
27508,0,4,3,4,1,1
27509,0,3,2,4,1,0
27510,0,3,2,4,1,2
27511,0,3,2,4,1,2
27512,0,2,2,3,0,3
27513,0,2,2,3,0,4
27514,0,2,2,2,0,2
27515,0,2,2,2,1,1
27516,0,3,2,1,1,3
27517,0,3,1,1,1,2
27518,0,4,1,1,1,3
27519,0,3,0,2,1,1
27520,1,3,0,2,1,1
27521,1,3,0,2,1,1
27522,0,3,0,2,0,1
27523,0,4,0,2,1,1
27524,0,4,0,2,2,2
27525,0,3,1,2,2,1
27526,0,3,1,2,2,1
27527,0,3,1,1,1,2
27528,0,2,3,1,2,3
27529,0,2,3,1,2,3
27530,0,1,3,1,2,4
27531,0,1,3,0,2,5
27532,0,1,2,1,2,4
27533,0,0,2,1,1,4
27534,0,0,2,1,1,3
27535,0,0,2,1,1,1
27536,0,0,2,1,0,1
27537,0,0,1,2,0,0
27538,0,0,2,2,1,0
27539,0,0,1,2,1,1
27540,0,1,1,3,1,1
27541,0,2,1,2,1,1
27542,0,2,1,2,3,2
27543,0,2,1,3,3,1
27544,0,2,2,3,3,2
27545,0,2,2,3,3,3
27546,0,2,2,2,3,3
27547,0,2,2,2,2,3
27548,0,2,3,3,2,2
27549,0,2,3,3,2,0
27550,0,2,3,4,1,0
27551,0,2,3,4,1,0
27552,0,2,2,3,0,0
27553,0,1,3,3,0,0
27554,0,2,3,3,1,0
27555,0,2,4,2,1,1
27556,1,2,4,2,1,1
27557,1,2,4,1,1,1
27558,1,2,4,1,0,3
27559,0,2,4,1,1,3
27560,0,2,4,1,1,4
27561,1,2,4,1,1,2
27562,1,3,5,2,1,2
27563,1,3,4,4,1,3
27564,1,4,4,4,1,3
27565,1,4,4,4,1,4
27566,1,4,4,4,1,4
27567,1,4,3,4,1,2
27568,1,4,3,3,1,1
27569,1,3,3,4,0,1
27570,1,3,3,3,0,1
27571,1,2,3,4,0,0
27572,1,2,3,3,0,0
27573,0,2,2,3,0,1
27574,0,1,2,4,0,1
27575,0,0,2,4,0,1
27576,0,0,2,3,1,2
27577,1,0,2,3,1,2
27578,1,1,2,3,1,2
27579,1,1,2,2,1,2
27580,1,1,1,2,0,2
27581,1,2,2,2,0,1
27582,1,2,2,2,0,1
27583,1,3,3,2,0,3
27584,1,4,4,1,0,3
27585,1,4,4,0,1,4
27586,0,4,3,1,1,4
27587,1,3,3,1,1,3
27588,1,3,3,1,1,3
27589,1,3,3,1,1,4
27590,1,2,3,1,2,4
27591,1,3,3,2,1,3
27592,1,3,3,2,1,3
27593,1,3,3,2,1,3
27594,1,2,2,2,1,2
27595,1,3,2,2,1,1
27596,1,3,2,2,1,0
27597,0,3,2,2,0,0
27598,0,3,2,2,1,0
27599,0,3,1,2,0,0
27600,0,4,1,1,1,0
27601,0,3,0,1,1,0
27602,0,3,0,1,1,1
27603,0,4,1,1,1,1
27604,0,4,1,1,1,1
27605,0,4,1,2,1,2
27606,0,3,0,2,2,2
27607,0,3,0,1,2,2
27608,0,4,0,1,1,2
27609,0,4,0,2,1,2
27610,0,3,0,2,0,1
27611,0,3,0,2,0,1
27612,0,1,1,2,0,3
27613,0,1,1,2,0,4
27614,0,1,2,1,0,4
27615,0,1,2,1,0,3
27616,0,1,2,1,0,4
27617,0,0,2,1,0,3
27618,0,1,1,1,0,3
27619,0,1,1,0,0,3
27620,0,1,1,0,0,3
27621,0,2,1,0,0,4
27622,0,2,0,1,0,4
27623,0,2,0,1,0,4
27624,0,2,1,1,0,4
27625,0,2,1,1,1,3
27626,0,2,2,1,1,2
27627,0,2,2,1,1,2
27628,0,2,2,1,1,3
27629,0,2,2,1,2,2
27630,0,2,2,3,2,2
27631,0,3,2,3,2,2
27632,1,5,2,3,3,1
27633,1,4,2,5,3,1
27634,1,5,1,5,3,0
27635,1,5,1,4,3,0
27636,1,5,1,4,3,0
27637,1,5,1,3,3,0
27638,1,5,1,3,3,0
27639,0,4,1,3,3,1
27640,0,4,1,2,3,1
27641,0,4,1,2,4,2
27642,0,5,2,2,3,2
27643,0,4,2,2,3,2
27644,0,3,3,2,2,2
27645,0,3,3,1,2,2
27646,0,3,3,1,1,3
27647,0,2,2,1,1,1
27648,0,2,3,1,0,1
27649,0,3,3,1,0,1
27650,0,3,4,1,0,2
27651,0,3,4,1,0,3
27652,0,3,4,1,0,3
27653,0,3,4,0,0,3
27654,0,2,3,0,1,1
27655,0,2,3,0,1,1
27656,0,1,3,0,1,0
27657,0,1,3,0,1,0
27658,0,0,3,1,0,2
27659,0,0,3,1,0,2
27660,0,1,3,1,0,2
27661,0,1,3,2,0,3
27662,0,1,3,2,0,3
27663,0,1,3,3,0,2
27664,0,1,3,3,1,2
27665,0,2,4,2,1,1
27666,0,2,4,2,1,1
27667,0,2,4,3,1,4
27668,0,2,4,3,0,4
27669,0,2,3,3,0,4
27670,0,3,3,3,0,4
27671,0,3,3,3,0,2
27672,0,3,3,3,0,4
27673,0,2,3,3,1,3
27674,0,1,3,4,1,3
27675,1,1,3,4,1,3
27676,1,0,2,5,1,3
27677,1,0,2,5,1,2
27678,1,0,2,5,1,2
27679,1,0,2,5,1,2
27680,1,0,2,6,2,2
27681,1,0,3,6,2,1
27682,1,0,2,5,2,1
27683,0,1,2,5,2,1
27684,0,3,2,5,2,2
27685,0,3,3,4,2,1
27686,0,2,3,4,2,1
27687,0,4,4,3,2,1
27688,0,5,4,3,3,1
27689,0,5,3,3,2,1
27690,1,4,3,3,2,2
27691,1,4,4,3,2,1
27692,1,4,3,2,2,3
27693,2,4,3,2,2,3
27694,2,3,3,1,1,2
27695,2,3,3,1,1,3
27696,2,3,3,2,1,2
27697,2,1,3,2,1,1
27698,2,1,3,2,1,1
27699,2,1,3,2,1,2
27700,2,2,3,1,1,1
27701,2,2,3,1,0,2
27702,1,2,3,0,0,3
27703,2,2,2,1,1,4
27704,2,2,2,1,1,4
27705,1,3,1,1,1,4
27706,1,3,1,1,0,3
27707,1,3,1,1,0,2
27708,1,3,1,1,0,3
27709,1,3,1,1,0,5
27710,1,2,0,0,0,4
27711,1,2,0,0,0,4
27712,0,2,1,0,0,3
27713,0,2,1,2,0,0
27714,0,1,2,2,0,0
27715,0,1,3,2,0,0
27716,0,1,3,2,1,0
27717,0,0,3,2,1,1
27718,0,0,3,2,1,2
27719,0,0,3,4,2,3
27720,0,0,3,4,2,3
27721,0,0,4,4,2,3
27722,0,0,4,4,3,4
27723,0,0,4,3,2,4
27724,0,0,5,4,2,4
27725,0,0,5,4,2,3
27726,0,1,5,5,2,3
27727,0,1,5,5,1,2
27728,0,1,5,4,1,1
27729,0,1,6,5,1,0
27730,0,1,5,4,0,1
27731,0,1,5,3,0,1
27732,0,2,5,3,0,1
27733,0,2,5,3,0,1
27734,0,2,5,4,0,1
27735,0,2,5,3,0,1
27736,0,2,3,3,0,1
27737,0,3,3,5,0,0
27738,0,3,3,5,0,0
27739,0,2,3,4,1,0
27740,1,2,3,5,1,0
27741,1,3,3,5,1,0
27742,1,3,3,6,2,2
27743,1,3,4,6,2,2
27744,1,3,4,6,3,2
27745,0,3,4,6,3,1
27746,0,3,4,6,3,1
27747,0,2,3,6,3,1
27748,0,2,3,6,2,1
27749,0,2,3,5,3,2
27750,0,2,3,5,2,2
27751,0,1,3,4,2,2
27752,0,2,3,4,1,2
27753,0,2,3,4,2,1
27754,0,1,2,3,1,2
27755,0,1,4,3,1,2
27756,0,1,3,3,1,2
27757,0,1,4,4,1,2
27758,0,1,4,3,1,1
27759,0,1,4,4,1,1
27760,0,1,3,2,1,1
27761,0,1,3,3,2,1
27762,0,1,2,3,2,1
27763,0,2,2,4,1,1
27764,1,2,2,4,1,1
27765,1,3,2,4,1,0
27766,1,3,1,3,1,1
27767,1,3,2,3,1,2
27768,1,4,2,3,1,2
27769,1,4,2,2,1,3
27770,1,3,3,3,0,3
27771,1,3,3,3,0,3
27772,1,6,3,3,0,3
27773,2,6,2,4,0,3
27774,2,6,2,5,0,3
27775,2,7,2,4,0,1
27776,2,7,1,3,0,1
27777,2,7,1,3,0,2
27778,2,7,2,2,1,3
27779,2,7,3,3,0,3
27780,2,6,2,2,0,3
27781,0,5,3,2,0,1
27782,0,5,3,2,0,1
27783,0,5,3,3,0,1
27784,0,5,3,3,1,0
27785,0,3,3,3,0,1
27786,0,2,3,3,0,1
27787,0,1,4,2,0,2
27788,0,2,5,2,0,2
27789,0,2,4,3,2,1
27790,0,2,4,2,2,1
27791,0,2,4,2,2,0
27792,0,2,2,2,2,2
27793,0,2,2,3,2,1
27794,0,2,2,3,2,1
27795,0,3,2,2,2,2
27796,0,4,2,3,2,2
27797,1,3,3,3,2,2
27798,1,4,2,3,0,2
27799,1,4,2,2,0,3
27800,1,4,3,2,0,4
27801,1,4,2,2,0,5
27802,1,4,2,2,0,6
27803,1,4,1,1,0,6
27804,0,4,1,1,0,5
27805,0,4,1,1,0,6
27806,0,4,1,0,0,5
27807,0,4,1,0,0,2
27808,0,4,0,0,1,2
27809,0,4,0,0,1,2
27810,0,4,0,0,1,2
27811,0,5,0,0,1,2
27812,0,5,0,0,2,3
27813,0,4,0,1,2,4
27814,0,4,2,1,3,3
27815,0,4,2,1,3,3
27816,0,3,2,2,2,2
27817,0,3,3,2,3,2
27818,0,4,3,2,3,2
27819,0,4,3,1,3,3
27820,0,4,3,1,3,2
27821,0,4,3,2,3,2
27822,0,4,3,2,2,1
27823,0,5,2,2,2,1
27824,0,4,1,2,2,0
27825,0,4,1,2,2,0
27826,0,4,1,1,0,0
27827,0,4,0,2,0,2
27828,0,3,0,2,0,3
27829,0,3,0,3,0,3
27830,0,2,1,3,0,5
27831,0,2,1,3,0,5
27832,0,2,2,3,0,3
27833,0,2,2,3,0,3
27834,0,3,2,2,0,3
27835,0,3,2,2,0,3
27836,0,3,2,2,0,3
27837,0,3,3,2,0,2
27838,0,3,3,2,0,4
27839,0,2,2,0,0,4
27840,0,1,3,0,0,3
27841,0,1,3,1,1,4
27842,0,1,2,2,1,3
27843,0,1,3,3,2,3
27844,0,1,3,3,2,3
27845,0,1,3,3,2,3
27846,0,1,3,2,2,3
27847,0,2,3,2,2,3
27848,0,3,2,2,2,2
27849,1,3,3,1,2,2
27850,1,4,3,1,2,2
27851,1,5,3,1,2,2
27852,1,5,3,1,3,1
27853,1,4,2,0,2,0
27854,1,5,2,0,2,1
27855,1,5,2,0,2,1
27856,1,5,2,0,2,1
27857,1,4,3,0,2,1
27858,0,5,3,0,2,1
27859,0,6,3,0,3,1
27860,0,6,3,0,2,2
27861,1,5,3,0,2,2
27862,1,4,2,0,2,2
27863,1,5,2,0,1,2
27864,2,5,2,0,1,3
27865,2,5,2,0,1,4
27866,1,4,2,0,1,5
27867,1,4,2,0,1,4
27868,1,3,1,0,1,3
27869,1,3,1,1,1,2
27870,1,3,1,1,0,2
27871,1,4,1,1,0,1
27872,1,4,0,1,1,1
27873,0,4,0,0,1,1
27874,0,4,0,0,0,1
27875,0,4,0,0,1,3
27876,0,4,0,0,1,3
27877,0,4,0,0,1,3
27878,0,5,0,0,1,3
27879,0,5,0,0,1,3
27880,0,4,0,1,1,3
27881,0,5,0,2,1,2
27882,0,5,0,3,1,2
27883,1,5,2,3,1,3
27884,1,5,2,3,1,2
27885,1,5,2,3,1,1
27886,2,5,2,3,1,2
27887,2,5,2,3,0,1
27888,1,5,2,4,0,2
27889,1,4,2,3,0,2
27890,1,3,2,4,0,2
27891,1,3,2,3,0,2
27892,1,3,1,4,0,3
27893,2,3,1,4,0,3
27894,2,3,0,4,0,2
27895,2,5,0,3,0,2
27896,2,4,0,2,0,2
27897,2,4,1,2,0,1
27898,2,4,1,2,0,1
27899,2,6,1,1,0,3
27900,2,6,1,1,1,2
27901,2,6,1,1,1,2
27902,2,5,3,1,1,3
27903,2,4,3,1,1,3
27904,2,4,4,0,1,3
27905,2,3,4,0,1,4
27906,2,3,4,0,1,3
27907,1,3,4,0,1,2
27908,1,4,4,0,2,2
27909,0,3,5,0,3,2
27910,0,3,6,0,3,3
27911,0,3,6,0,3,2
27912,1,3,5,0,3,2
27913,1,3,5,0,2,2
27914,1,4,5,0,3,2
27915,2,4,4,0,3,2
27916,2,4,4,0,4,1
27917,2,4,4,1,4,2
27918,2,5,3,1,4,3
27919,2,4,3,1,4,3
27920,2,4,3,2,4,3
27921,2,4,1,2,4,2
27922,2,3,1,2,4,1
27923,2,3,0,2,3,1
27924,2,3,0,2,3,1
27925,2,3,0,3,2,1
27926,2,3,0,2,2,1
27927,2,3,0,2,1,1
27928,2,3,1,2,1,1
27929,2,3,1,2,1,1
27930,2,3,1,1,1,1
27931,2,3,2,3,0,2
27932,2,3,2,4,1,2
27933,2,3,2,4,1,3
27934,2,3,2,3,1,3
27935,2,2,2,3,1,4
27936,3,2,2,3,0,4
27937,3,2,3,3,0,3
27938,3,2,2,3,0,3
27939,3,2,2,4,1,3
27940,3,2,3,3,1,3
27941,3,2,2,3,1,2
27942,3,2,2,2,1,1
27943,3,2,1,2,1,1
27944,3,2,1,2,1,1
27945,3,2,1,3,1,0
27946,3,1,1,3,1,0
27947,3,1,0,2,0,0
27948,3,1,0,2,0,0
27949,3,1,0,3,0,0
27950,3,1,0,2,0,1
27951,3,1,1,2,0,2
27952,3,1,1,3,0,2
27953,3,2,2,3,0,2
27954,3,2,2,3,0,2
27955,3,2,2,2,1,2
27956,3,2,2,2,1,2
27957,3,1,2,3,1,3
27958,3,1,3,2,1,3
27959,3,1,3,2,1,4
27960,4,1,5,3,1,5
27961,4,1,5,2,1,5
27962,4,1,6,2,1,6
27963,4,0,6,1,1,6
27964,4,0,4,1,1,4
27965,4,0,4,0,1,3
27966,4,0,6,1,1,2
27967,3,0,6,1,1,2
27968,3,0,4,1,2,2
27969,4,0,4,2,2,1
27970,4,0,3,2,2,1
27971,4,0,3,1,2,2
27972,5,0,2,1,2,1
27973,5,0,2,2,2,1
27974,5,0,1,2,3,1
27975,5,0,2,2,3,1
27976,5,0,2,3,2,1
27977,5,0,2,2,2,0
27978,5,1,3,2,2,1
27979,5,1,3,2,2,1
27980,5,1,3,2,2,1
27981,5,2,3,3,2,1
27982,5,2,4,3,2,2
27983,5,2,5,3,1,2
27984,5,3,5,2,1,2
27985,6,3,5,2,0,2
27986,6,3,5,1,0,2
27987,6,4,6,1,0,4
27988,6,4,5,1,0,6
27989,6,4,4,1,0,6
27990,6,4,2,1,0,5
27991,6,4,2,0,0,5
27992,6,5,2,0,0,5
27993,6,5,2,0,0,3
27994,6,4,1,0,0,4
27995,7,3,1,0,0,3
27996,6,4,1,0,0,2
27997,6,5,1,0,0,4
27998,6,5,0,0,0,5
27999,6,6,0,1,0,5
28000,6,5,0,1,1,5
28001,6,5,1,1,1,5
28002,6,4,1,1,1,5
28003,6,2,1,1,2,4
28004,6,2,1,1,0,3
28005,5,2,1,0,0,2
28006,5,2,1,0,1,0
28007,5,2,1,0,0,0
28008,5,2,1,0,0,0
28009,5,2,1,0,0,0
28010,5,2,2,0,0,1
28011,5,1,1,0,0,1
28012,5,1,1,0,0,1
28013,5,1,1,1,0,1
28014,5,2,1,1,0,0
28015,5,1,2,1,1,0
28016,5,1,2,1,1,0
28017,5,0,2,2,1,2
28018,6,1,2,2,1,3
28019,6,1,2,1,1,3
28020,6,1,1,1,1,4
28021,6,1,1,1,1,3
28022,6,1,2,1,1,2
28023,6,1,2,1,0,4
28024,6,1,2,1,0,4
28025,6,1,1,1,1,3
28026,6,1,1,1,1,4
28027,6,0,1,0,1,2
28028,6,0,0,0,1,2
28029,6,0,0,0,1,2
28030,6,0,0,0,0,3
28031,6,0,1,1,0,2
28032,6,0,2,1,0,3
28033,6,0,2,1,0,2
28034,6,0,2,1,0,2
28035,6,0,2,1,1,1
28036,6,0,2,1,1,3
28037,6,0,2,1,2,3
28038,6,0,2,1,2,3
28039,6,0,3,2,2,2
28040,6,1,3,2,2,2
28041,6,1,3,2,3,2
28042,6,1,2,2,3,2
28043,6,1,2,2,2,2
28044,6,1,2,2,2,2
28045,6,1,2,2,2,1
28046,6,1,1,2,1,1
28047,6,1,1,1,0,1
28048,6,2,1,1,1,1
28049,6,3,1,2,1,1
28050,6,3,0,2,1,1
28051,6,3,0,2,1,1
28052,6,3,0,2,1,0
28053,6,4,0,3,2,0
28054,6,4,0,3,3,0
28055,6,3,0,3,3,0
28056,6,3,0,4,3,0
28057,6,3,0,4,3,1
28058,6,2,0,2,3,1
28059,6,3,1,2,3,2
28060,6,3,1,3,3,2
28061,6,4,1,3,3,2
28062,6,4,2,3,1,4
28063,6,4,2,3,1,4
28064,6,4,2,3,0,4
28065,6,5,2,3,0,4
28066,6,6,1,3,0,3
28067,6,5,1,3,0,3
28068,6,5,2,3,0,2
28069,6,3,2,2,0,2
28070,6,3,2,2,0,2
28071,6,3,2,1,0,2
28072,6,3,1,1,0,2
28073,6,3,2,1,0,3
28074,6,2,2,1,0,2
28075,6,2,2,2,0,3
28076,6,2,2,2,0,3
28077,6,3,1,1,0,3
28078,5,3,1,3,0,2
28079,5,3,1,3,1,1
28080,5,3,1,3,1,2
28081,5,3,1,4,1,3
28082,5,4,1,5,2,2
28083,5,2,0,4,0,2
28084,5,2,1,4,1,2
28085,5,3,1,4,1,2
28086,5,3,2,4,0,1
28087,5,4,2,4,0,1
28088,5,4,3,3,0,2
28089,5,5,3,3,0,1
28090,5,4,3,3,0,1
28091,5,4,3,1,0,1
28092,5,4,3,1,0,0
28093,5,4,4,1,1,0
28094,5,5,4,1,1,0
28095,5,5,4,0,1,2
28096,5,5,3,0,1,2
28097,5,4,2,0,1,2
28098,5,4,1,0,2,2
28099,5,4,1,0,2,1
28100,5,4,1,0,2,1
28101,5,4,2,1,1,1
28102,5,3,2,1,1,0
28103,5,2,3,2,1,0
28104,5,1,3,2,1,1
28105,5,1,3,2,1,2
28106,5,1,3,2,2,2
28107,6,0,4,2,1,4
28108,6,0,4,2,1,4
28109,6,0,4,2,1,5
28110,6,0,4,2,1,2
28111,6,0,3,1,1,1
28112,6,0,3,0,1,2
28113,5,0,2,0,1,3
28114,5,0,1,0,0,3
28115,5,0,1,0,0,3
28116,5,0,1,0,0,2
28117,5,0,1,0,1,3
28118,5,0,2,0,1,3
28119,6,0,2,1,1,3
28120,6,0,2,1,0,2
28121,7,0,3,1,0,2
28122,7,1,4,1,1,3
28123,7,1,4,1,1,2
28124,7,3,5,1,1,3
28125,7,3,6,1,1,3
28126,7,3,6,2,1,3
28127,7,4,6,3,2,4
28128,6,4,5,2,2,4
28129,6,4,4,3,2,5
28130,6,4,4,3,1,5
28131,6,4,4,2,1,4
28132,6,4,4,2,2,3
28133,6,4,3,2,3,4
28134,6,5,3,2,4,3
28135,6,5,2,2,4,3
